Image;Collection;Production;Date;Occasion;Leaflet Language
Scan 2024-03-18 1529-107.jpeg;1957-1958;Boheme;26/10/1957;;ned
Scan 2024-03-18 1529-108.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-109.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-110.jpeg;1957-1958;De Bedelstudent;27/10/1957;;ned
Scan 2024-03-18 1529-111.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-112.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-113.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-114.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-115.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-116.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-117.jpeg;1957-1958;Arabella;27/10/1957;;ned
Scan 2024-03-18 1529-118.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-119.jpeg;1957-1958;Lakmé;29/10/1957;;ned
Scan 2024-03-18 1529-120.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-121.jpeg;1957-1958;Het Driemeisjeshuis;31/10/1957;;ned
Scan 2024-03-18 1529-122.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-123.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-124.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-125.jpeg;1957-1958;Don Giovanni;02/11/1957;;ned
Scan 2024-03-18 1529-126.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-127.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-128.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-129.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-130.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-131.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-132.jpeg;1957-1958;Lakmé;03/11/1957;;ned
Scan 2024-03-18 1529-133.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-134.jpeg;1957-1958;De Bedelstudent;03/11/1957;;ned
Scan 2024-03-18 1529-135.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-136.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-137.jpeg;1957-1958;La Boheme;05/11/1957;galavoorstelling;ned
Scan 2024-03-18 1529-138.jpeg;1957-1958;Hoffmanns Vertellingen;07/11/1957;;ned
Scan 2024-03-18 1529-139.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-140.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-141.jpeg;1957-1958;Carmen;09/11/1957;;ned
Scan 2024-03-18 1529-142.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-143.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-144.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-145.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-146.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-147.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-148.jpeg;1957-1958;Peter Grimes;10/11/1957;;ned
Scan 2024-03-18 1529-149.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-150.jpeg;1957-1958;Don Giovanni;10/11/1957;;ned
Scan 2024-03-18 1529-151.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-152.jpeg;1957-1958;Carmen;12/11/1957;galavoorstelling;ned
Scan 2024-03-18 1529-153.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-154.jpeg;1957-1958;Don Giovanni;14/11/1957;;ned
Scan 2024-03-18 1529-155.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-156.jpeg;1957-1958;Het Meisje van Arles;16/11/1957;;ned
Scan 2024-03-18 1529-157.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-158.jpeg;1957-1958;Arabella;17/11/1957;;ned
Scan 2024-03-18 1529-159.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-160.jpeg;1957-1958;Carmen;17/11/1957;;ned
Scan 2024-03-18 1529-161.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-162.jpeg;1957-1958;Boheme;19/11/1957;;ned
Scan 2024-03-18 1529-163.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-164.jpeg;1957-1958;Lakmé;21/11/1957;;ned
Scan 2024-03-18 1529-165.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-166.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-167.jpeg;1957-1958;Victoria en haar Huzaar;23/11/1957;;ned
Scan 2024-03-18 1529-168.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-169.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-170.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-171.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-172.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-173.jpeg;1957-1958;Carmen;23/11/1957;;ned
Scan 2024-03-18 1529-174.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-175.jpeg;1957-1958;Hoffmanns Vertellingen;24/11/1957;;ned
Scan 2024-03-18 1529-176.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-177.jpeg;1957-1958;Victoria en haar Huzaar;26/11/1957;;ned
Scan 2024-03-18 1529-178.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-179.jpeg;1957-1958;Carmen;28/11/1957;;ned
Scan 2024-03-18 1529-180.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-181.jpeg;1957-1958;Lakmé;30/11/1957;;ned
Scan 2024-03-18 1529-182.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-183.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-184.jpeg;1957-1958;Don Giovanni;01/12/1957;;ned
Scan 2024-03-18 1529-185.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-186.jpeg;1957-1958;Victoria en haar Huzaar;01/12/1957;;ned
Scan 2024-03-18 1529-187.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-188.jpeg;1957-1958;Carmen;03/12/1957;;ned
Scan 2024-03-18 1529-189.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-190.jpeg;1957-1958;De Bedelstudent;05/12/1957;;ned
Scan 2024-03-18 1529-191.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-192.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-193.jpeg;1957-1958;Samson en Dalila;07/12/1957;;ned
Scan 2024-03-18 1529-194.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-195.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-196.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-197.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-198.jpeg;1957-1958;Het Driemeisjeshuis;08/12/1957;;ned
Scan 2024-03-18 1529-199.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-200.jpeg;1957-1958;Peter Grimes;08/12/1957;;ned
Scan 2024-03-18 1529-201.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-202.jpeg;1957-1958;De Bedelstudent;10/12/1957;;ned
Scan 2024-03-18 1529-203.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-204.jpeg;1957-1958;Samson en Dalila;12/12/1957;;ned
Scan 2024-03-18 1529-205.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-206.jpeg;1957-1958;Hoffmanns Vertellingen;14/12/1957;;ned
Scan 2024-03-18 1529-207.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-208.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-209.jpeg;1957-1958;Cavalleria Rusticana + Paljas;15/12/1957;;ned
Scan 2024-03-18 1529-210.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-211.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-212.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-213.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-214.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-215.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-216.jpeg;1957-1958;Samson en Dalila;15/12/1957;;ned
Scan 2024-03-18 1529-217.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-218.jpeg;1957-1958;Don Giovanni;17/12/1957;;ned
Scan 2024-03-18 1529-219.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-220.jpeg;1957-1958;Cavalleria Rusticana + Paljas;19/12/1957;;ned
Scan 2024-03-18 1529-221.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-222.jpeg;1957-1958;Arabella;21/12/1957;;ned
Scan 2024-03-18 1529-223.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-224.jpeg;1957-1958;Victoria en haar Huzaar;22/12/1957;;ned
Scan 2024-03-18 1529-225.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-226.jpeg;1957-1958;Cavalleria Rusticana + Paljas;22/12/1957;;ned
Scan 2024-03-18 1529-227.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-228.jpeg;1957-1958;Boheme;24/12/1957;;ned
Scan 2024-03-18 1529-229.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-230.jpeg;1957-1958;Victoria en haar Huzaar;26/12/1957;;ned
Scan 2024-03-18 1529-231.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-232.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-233.jpeg;1957-1958;De Troubadour;28/12/1957;;ned
Scan 2024-03-18 1529-234.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-235.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-236.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-237.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-238.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-239.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-240.jpeg;1957-1958;Samson en Dalila;29/12/1957;;ned
Scan 2024-03-18 1529-241.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-242.jpeg;1957-1958;Boheme + De Zakdoekjes;29/12/1957;;ned
Scan 2024-03-18 1529-243.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-244.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-245.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-246.jpeg;1957-1958;Het Driemeisjeshuis;31/12/1957;;ned
Scan 2024-03-18 1529-247.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-248.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-249.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-250.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1529-251.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-1.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-2.jpeg;1957-1958;Boheme + De Zakdoekjes;02/01/1958;;ned
Scan 2024-03-18 1556-3.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-4.jpeg;1957-1958;Cavalleria Rusticana + Paljas;04/01/1958;;ned
Scan 2024-03-18 1556-5.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-6.jpeg;1957-1958;Boheme + De Zakdoekjes;05/01/1958;;ned
Scan 2024-03-18 1556-7.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-8.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-9.jpeg;1957-1958;Aida;05/01/1958;;ned
Scan 2024-03-18 1556-10.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-11.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-12.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-13.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-14.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-15.jpeg;1957-1958;Samson en Dalila;07/01/1958;;ned
Scan 2024-03-18 1556-16.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-17.jpeg;1957-1958;De Troubadour;09/01/1958;;ned
Scan 2024-03-18 1556-18.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-19.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-20.jpeg;1957-1958;Lohengrin;11/01/1958;;ned
Scan 2024-03-18 1556-21.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-22.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-23.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-24.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-25.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-26.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-27.jpeg;1957-1958;Lakmé;12/01/1958;;ned
Scan 2024-03-18 1556-28.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-29.jpeg;1957-1958;Hoffmanns Vertellingen;12/01/1958;;ned
Scan 2024-03-18 1556-30.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-31.jpeg;1957-1958;Cavalleria Rusticana + Paljas;14/01/1958;galavoorstelling;ned
Scan 2024-03-18 1556-32.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-33.jpeg;1957-1958;Het Driemeisjeshuis;16/01/1958;;ned
Scan 2024-03-18 1556-34.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-35.jpeg;1957-1958;Aida;18/01/1958;;ned
Scan 2024-03-18 1556-36.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-37.jpeg;1957-1958;Lohengrin;19/01/1958;;ned
Scan 2024-03-18 1556-38.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-39.jpeg;1957-1958;Lakmé;19/01/1958;;ned
Scan 2024-03-18 1556-40.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-41.jpeg;1957-1958;Cavalleria Rusticana + Paljas;21/01/1958;;ned
Scan 2024-03-18 1556-42.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-43.jpeg;1957-1958;Lohengrin;23/01/1958;;ned
Scan 2024-03-18 1556-44.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-45.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-46.jpeg;1957-1958;Tosca + Parwati;25/01/1958;;ned
Scan 2024-03-18 1556-47.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-48.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-49.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-50.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-51.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-52.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-53.jpeg;1957-1958;De Bedelstudent;26/01/1958;;ned
Scan 2024-03-18 1556-54.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-55.jpeg;1957-1958;Lohengrin;26/01/1958;;ned
Scan 2024-03-18 1556-56.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-57.jpeg;1957-1958;Hoffmanns Vertellingen;28/01/1958;liefdadigheidsvoorstelling;ned
Scan 2024-03-18 1556-58.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-59.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-60.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-61.jpeg;1957-1958;Tosca + Parwati;30/01/1958;;ned
Scan 2024-03-18 1556-62.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-63.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-64.jpeg;1957-1958;Carmen;01/02/1958;;ned
Scan 2024-03-18 1556-65.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-66.jpeg;1957-1958;Victoria en haar Huzaar;02/02/1958;;ned
Scan 2024-03-18 1556-67.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-68.jpeg;1957-1958;De Troubadour;02/02/1958;;ned
Scan 2024-03-18 1556-69.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-70.jpeg;1957-1958;;;;fra
Scan 2024-03-18 1556-71.jpeg;1957-1958;La Tosca;04/02/1958;galavoorstelling;ned
Scan 2024-03-18 1556-72.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-73.jpeg;1957-1958;De Bedelstudent;06/02/1958;;ned
Scan 2024-03-18 1556-74.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-75.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-76.jpeg;1957-1958;De Heilige van Bleecker Street;08/02/1958;;ned
Scan 2024-03-18 1556-77.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-78.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-79.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-80.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-81.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-82.jpeg;1957-1958;De Troubadour;09/02/1958;;ned
Scan 2024-03-18 1556-83.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-84.jpeg;1957-1958;Victoria en haar Huzaar;09/02/1958;;ned
Scan 2024-03-18 1556-85.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-86.jpeg;1957-1958;Lohengrin;11/02/1958;galavoorstelling;ned
Scan 2024-03-18 1556-87.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-88.jpeg;1957-1958;De Heilige van Bleecker Street;13/02/1958;;ned
Scan 2024-03-18 1556-89.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-90.jpeg;1957-1958;De Bedelstudent;15/02/1958;;ned
Scan 2024-03-18 1556-91.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-92.jpeg;1957-1958;De Heilige van Bleecker Street;16/02/1958;;ned
Scan 2024-03-18 1556-93.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-94.jpeg;1957-1958;Tosca + Parwati;16/02/1958;;ned
Scan 2024-03-18 1556-95.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-96.jpeg;1957-1958;Boheme + De Zakdoekjes;18/02/1958;;ned
Scan 2024-03-18 1556-97.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-98.jpeg;1957-1958;Aida;20/02/1958;;ned
Scan 2024-03-18 1556-99.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-100.jpeg;1957-1958;Het Driemeisjeshuis;22/02/1958;;ned
Scan 2024-03-18 1556-101.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-102.jpeg;1957-1958;Tosca + Parwati;23/02/1958;;ned
Scan 2024-03-18 1556-103.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-104.jpeg;1957-1958;Carmen;23/02/1958;;ned
Scan 2024-03-18 1556-105.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-106.jpeg;1957-1958;Il Trobadore;25/02/1958;galavoorstelling;ned
Scan 2024-03-18 1556-107.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-108.jpeg;1957-1958;Cavalleria Rusticana + Paljas;27/02/1958;;ned
Scan 2024-03-18 1556-109.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-110.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-111.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-112.jpeg;1957-1958;Schuld en Boete;01/03/1958;;ned
Scan 2024-03-18 1556-113.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-114.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-115.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-116.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-117.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-118.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-119.jpeg;1957-1958;Carmen;02/03/1958;;ned
Scan 2024-03-18 1556-120.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-121.jpeg;1957-1958;Het Driemeisjeshuis;02/03/1958;;ned
Scan 2024-03-18 1556-122.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-123.jpeg;1957-1958;Victoria en haar Huzaar;04/03/1958;;ned
Scan 2024-03-18 1556-124.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-125.jpeg;1957-1958;Schuld en Boete;06/03/1958;;ned
Scan 2024-03-18 1556-126.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-127.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-128.jpeg;1957-1958;Faust;08/03/1958;;ned
Scan 2024-03-18 1556-129.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-130.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-131.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-132.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-133.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-134.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-135.jpeg;1957-1958;Cavalleria Rusticana + Paljas;09/03/1958;;ned
Scan 2024-03-18 1556-136.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-137.jpeg;1957-1958;Schuld en Boete;09/03/1958;;ned
Scan 2024-03-18 1556-138.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-139.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-140.jpeg;1957-1958;Samson en Dalila;11/03/1958;galavoorstelling;ned
Scan 2024-03-18 1556-141.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-142.jpeg;1957-1958;Boheme;13/03/1958;;ned
Scan 2024-03-18 1556-143.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-144.jpeg;1957-1958;Victoria en haar Huzaar;15/03/1958;;ned
Scan 2024-03-18 1556-145.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-146.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-147.jpeg;1957-1958;De Parelvissers + Parwati;16/03/1958;;ned
Scan 2024-03-18 1556-148.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-149.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-150.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-151.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-152.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-153.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-154.jpeg;1957-1958;Carmen;16/03/1958;;ned
Scan 2024-03-18 1556-155.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-156.jpeg;1957-1958;Cavalleria Rusticana + Paljas;18/03/1958;;ned
Scan 2024-03-18 1556-157.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-158.jpeg;1957-1958;De Parelvissers + Parwati;20/03/1958;;ned
Scan 2024-03-18 1556-159.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-160.jpeg;1957-1958;Boheme + De Zakdoekjes;22/03/1958;;ned
Scan 2024-03-18 1556-161.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-162.jpeg;1957-1958;Faust;23/03/1958;;ned
Scan 2024-03-18 1556-163.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-164.jpeg;1957-1958;De Parelvissers + Parwati;23/03/1958;;ned
Scan 2024-03-18 1556-165.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-166.jpeg;1957-1958;Hoffmanns Vertellingen;25/03/1958;galavoorstelling;ned
Scan 2024-03-18 1556-167.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-168.jpeg;1957-1958;Victoria en haar Huzaar;27/03/1958;;ned
Scan 2024-03-18 1556-169.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-170.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-171.jpeg;1957-1958;Het Meisje uit de Far-West;29/03/1958;;ned
Scan 2024-03-18 1556-172.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-173.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-174.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-175.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-176.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-177.jpeg;1957-1958;Samson en Dalila;30/03/1958;;ned
Scan 2024-03-18 1556-178.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1556-179.jpeg;1957-1958;De Bedelstudent;30/03/1958;;ned
Scan 2024-03-18 1556-180.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-1.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-2.jpeg;1957-1958;Faust;01/04/1958;;ned
Scan 2024-03-18 1621-3.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-4.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-5.jpeg;1957-1958;Parsifal;04/04/1958;;ned
Scan 2024-03-18 1621-6.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-7.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-8.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-9.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-10.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-11.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-12.jpeg;1957-1958;Tosca + Parwati;05/04/1958;;ned
Scan 2024-03-18 1621-13.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-14.jpeg;1957-1958;Boheme;06/04/1958;;ned
Scan 2024-03-18 1621-15.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-16.jpeg;1957-1958;De Troubadour;06/04/1958;;ned
Scan 2024-03-18 1621-17.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-18.jpeg;1957-1958;Het Driemeisjeshuis;08/04/1958;;ned
Scan 2024-03-18 1621-19.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-20.jpeg;1957-1958;Samson en Dalila;10/04/1958;;ned
Scan 2024-03-18 1621-21.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-22.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-23.jpeg;1957-1958;Zwarte Viooltjes;12/04/1958;;ned
Scan 2024-03-18 1621-24.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-25.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-26.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-27.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-28.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-29.jpeg;1957-1958;De Troubadour;13/04/1958;;ned
Scan 2024-03-18 1621-30.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-31.jpeg;1957-1958;Samson en Dalila;13/04/1958;;ned
Scan 2024-03-18 1621-32.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-33.jpeg;1957-1958;Victoria en haar Huzaar;15/04/1958;galavoorstelling;ned
Scan 2024-03-18 1621-34.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-35.jpeg;1957-1958;Faust;17/04/1958;;ned
Scan 2024-03-18 1621-36.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-37.jpeg;1957-1958;De Troubadour;19/04/1958;;ned
Scan 2024-03-18 1621-38.jpeg;1957-1958;;;;ned
Scan 2024-03-18 1621-39.jpeg;1957-1958;Zwarte Viooltjes;20/04/1958;;ned
